distance,dropoff_h3,duration,pickup_h3
27479.1,8a2a100ab5b7fff,1566.8,882a103b29fffff
23557.6,8a2a1072cc47fff,1668.6,882a103b29fffff
31681.0,8a2a100a128ffff,1656.3,882a103b29fffff
28596.8,8a2a100aa6cffff,1705.2,882a103b29fffff
27315.2,8a2a100f249ffff,1514.7,882a103b29fffff
26801.5,8a2a1072c917fff,1618.8,882a103b29fffff
25921.1,8a2a10089677fff,1496.0,882a103b29fffff
24407.6,8a2a100d68cffff,1353.6,882a103b29fffff
27394.1,8a2a10089ceffff,1626.5,882a103b29fffff
26334.1,8a2a10089047fff,1523.2,882a103b29fffff
31521.8,8a2a100aa8affff,1669.7,882a103b29fffff
28463.0,8a2a1008d68ffff,1603.2,882a103b29fffff
22562.8,8a2a1072c777fff,1540.3,882a103b29fffff
31887.6,8a2a100a16c7fff,1677.7,882a103b29fffff
28017.0,8a2a100898f7fff,1565.0,882a103b29fffff
32982.5,8a2a100ae617fff,1763.5,882a103b29fffff
27028.1,8a2a1008ca1ffff,1560.4,882a103b29fffff
28371.2,8a2a10088877fff,1643.8,882a103b29fffff
25512.1,8a2a100d2307fff,1458.1,882a103b29fffff
25798.7,8a2a100d61a7fff,1487.8,882a103b29fffff
32059.7,8a2a100a16affff,1690.0,882a103b29fffff
25889.2,8a2a1008939ffff,1493.1,882a103b29fffff
32167.1,8a2a100aec0ffff,1674.5,882a103b29fffff
26351.4,8a2a1072536ffff,1503.1,882a103b29fffff
22333.2,8a2a100d351ffff,1579.1,882a103b29fffff
25530.6,8a2a100d622ffff,1389.9,882a103b29fffff
21864.3,8a2a1072c337fff,1430.6,882a103b29fffff
27437.8,8a2a107258dffff,1558.7,882a103b29fffff
26973.7,8a2a100f2597fff,1488.5,882a103b29fffff
25923.4,8a2a100d201ffff,1479.6,882a103b29fffff
24972.8,8a2a1008db97fff,1397.3,882a103b29fffff
23670.4,8a2a10728c2ffff,1638.1,882a103b29fffff
28205.2,8a2a100aa217fff,1624.0,882a103b29fffff
32550.3,8a2a100a179ffff,1715.0,882a103b29fffff
28212.7,8a2a10089d67fff,1568.0,882a103b29fffff
26786.0,8a2a10089687fff,1549.4,882a103b29fffff
31723.2,8a2a100a16effff,1660.4,882a103b29fffff
32499.5,8a2a100a106ffff,1717.6,882a103b29fffff
25478.0,8a2a100d6917fff,1454.5,882a103b29fffff
28779.0,8a2a10088237fff,1697.2,882a103b29fffff
27059.4,8a2a100d6447fff,1511.3,882a103b29fffff
27139.3,8a2a100d241ffff,1609.9,882a103b29fffff
24418.0,8a2a10728b07fff,1619.8,882a103b29fffff
28494.1,8a2a10089daffff,1579.1,882a103b29fffff
26105.0,8a2a100d67b7fff,1444.8,882a103b29fffff
30846.0,8a2a100ae717fff,1618.1,882a103b29fffff
22847.1,8a2a1072d887fff,1557.9,882a103b29fffff
23656.5,8a2a1072cca7fff,1670.4,882a103b29fffff
22689.9,8a2a1072882ffff,1494.4,882a103b29fffff
25854.9,8a2a100d6077fff,1419.1,882a103b29fffff
29852.5,8a2a1008820ffff,1726.1,882a103b29fffff
32568.4,8a2a100a1337fff,1734.8,882a103b29fffff
26576.4,8a2a1008d52ffff,1511.8,882a103b29fffff
26067.0,8a2a1008d3a7fff,1467.0,882a103b29fffff
27763.7,8a2a10089427fff,1631.5,882a103b29fffff
28260.5,8a2a1008891ffff,1637.7,882a103b29fffff
25655.0,8a2a100d6d5ffff,1459.7,882a103b29fffff
26590.5,8a2a100d244ffff,1566.4,882a103b29fffff
25848.7,8a2a100d3daffff,1417.5,882a103b29fffff
33460.5,8a2a100a119ffff,1775.2,882a103b29fffff
22095.6,8a2a1072dc17fff,1482.8,882a103b29fffff
29980.5,8a2a1008804ffff,1720.4,882a103b29fffff
26055.9,8a2a100ab707fff,1451.3,882a103b29fffff
22693.5,8a2a1072c61ffff,1507.6,882a103b29fffff
25885.6,8a2a100d220ffff,1497.2,882a103b29fffff
28363.9,8a2a100aa36ffff,1560.3,882a103b29fffff
29618.2,8a2a1008d96ffff,1575.3,882a103b29fffff
25742.7,8a2a100d6d2ffff,1465.4,882a103b29fffff
26639.4,8a2a1008d2affff,1532.5,882a103b29fffff
31672.6,8a2a100a12dffff,1671.1,882a103b29fffff
24531.9,8a2a100d449ffff,1396.4,882a103b29fffff
25358.9,8a2a100d2d17fff,1362.7,882a103b29fffff
25319.9,8a2a1008d9b7fff,1397.7,882a103b29fffff
27255.1,8a2a1008cbb7fff,1540.7,882a103b29fffff
24900.9,8a2a100d6b87fff,1402.7,882a103b29fffff
25657.5,8a2a100d6caffff,1453.5,882a103b29fffff
26023.5,8a2a100d2c87fff,1455.1,882a103b29fffff
26073.3,8a2a100d3d37fff,1466.8,882a103b29fffff
27534.8,8a2a10089b5ffff,1514.4,882a103b29fffff
23033.0,8a2a1072dc5ffff,1643.5,882a103b29fffff
27365.5,8a2a10721977fff,1591.2,882a103b29fffff
23240.1,8a2a1072c56ffff,1618.3,882a103b29fffff
22012.8,8a2a100d3557fff,1530.5,882a103b29fffff
28788.8,8a2a100aa2affff,1663.0,882a103b29fffff
27956.0,8a2a10088b4ffff,1610.6,882a103b29fffff
27155.5,8a2a100ab427fff,1539.3,882a103b29fffff
25603.6,8a2a100d2377fff,1469.3,882a103b29fffff
27941.8,8a2a10089d47fff,1539.1,882a103b29fffff
29180.1,8a2a10088177fff,1749.6,882a103b29fffff
27477.7,8a2a1072cd2ffff,1693.3,882a103b29fffff
27662.3,8a2a1008c94ffff,1604.4,882a103b29fffff
23808.3,8a2a1072cd87fff,1691.9,882a103b29fffff
22374.8,8a2a100d3647fff,1545.7,882a103b29fffff
21805.0,8a2a100d344ffff,1496.3,882a103b29fffff
26220.3,8a2a1008d22ffff,1453.1,882a103b29fffff
27059.7,8a2a1008b32ffff,1595.4,882a103b29fffff
27664.7,8a2a10089b1ffff,1539.7,882a103b29fffff
32939.1,8a2a100aed07fff,1769.7,882a103b29fffff
26483.3,8a2a100ab197fff,1425.1,882a103b29fffff
26962.0,8a2a100d271ffff,1622.2,882a103b29fffff
23473.0,8a2a10728d4ffff,1631.5,882a103b29fffff
25724.0,8a2a100d6c77fff,1464.2,882a103b29fffff
25431.7,8a2a100ab74ffff,1389.1,882a103b29fffff
26799.2,8a2a1008d0dffff,1537.1,882a103b29fffff
26334.8,8a2a1008d01ffff,1506.9,882a103b29fffff
24243.8,8a2a100d2977fff,1297.7,882a103b29fffff
26725.8,8a2a1008ba67fff,1543.5,882a103b29fffff
22933.5,8a2a1072c087fff,1574.8,882a103b29fffff
31372.1,8a2a1008b997fff,1729.9,882a103b29fffff
30811.2,8a2a100aeb97fff,1613.5,882a103b29fffff
34253.6,8a2a1008cd47fff,1782.1,882a103b29fffff
22046.9,8a2a1072dcd7fff,1467.6,882a103b29fffff
27740.7,8a2a1072190ffff,1646.2,882a103b29fffff
28459.7,8a2a10721b37fff,1698.5,882a103b29fffff
26440.9,8a2a100d2537fff,1514.1,882a103b29fffff
26951.5,8a2a1008994ffff,1454.8,882a103b29fffff
25757.5,8a2a1008938ffff,1472.1,882a103b29fffff
30498.8,8a2a100ae747fff,1595.8,882a103b29fffff
29078.4,8a2a100aab9ffff,1674.9,882a103b29fffff
32328.4,8a2a100a1727fff,1725.1,882a103b29fffff
25877.7,8a2a100d2cc7fff,1466.5,882a103b29fffff
28755.2,8a2a10088207fff,1702.8,882a103b29fffff
26622.0,8a2a100d6197fff,1484.1,882a103b29fffff
28029.5,8a2a1072cc37fff,1736.5,882a103b29fffff
26111.5,8a2a100ab617fff,1481.6,882a103b29fffff
25521.5,8a2a100d634ffff,1385.3,882a103b29fffff
27411.1,8a2a1008ba0ffff,1623.6,882a103b29fffff
27832.8,8a2a1008c807fff,1601.4,882a103b29fffff
28163.4,8a2a10088b1ffff,1653.5,882a103b29fffff
23156.0,8a2a1072c887fff,1607.3,882a103b29fffff
27765.6,8a2a10088b77fff,1594.2,882a103b29fffff
27023.8,8a2a100d3017fff,1460.4,882a103b29fffff
25583.6,8a2a100d6617fff,1398.3,882a103b29fffff
27573.1,8a2a1008d6effff,1592.3,882a103b29fffff
27803.8,8a2a10089aa7fff,1572.2,882a103b29fffff
26787.7,8a2a1072c92ffff,1618.3,882a103b29fffff
26716.2,8a2a10089937fff,1536.6,882a103b29fffff
28341.8,8a2a10721aaffff,1723.5,882a103b29fffff
28340.2,8a2a10721957fff,1691.7,882a103b29fffff
32040.8,8a2a100aebb7fff,1690.3,882a103b29fffff
26227.3,8a2a100d4d8ffff,1537.5,882a103b29fffff
23327.6,8a2a1072c797fff,1601.7,882a103b29fffff
31836.4,8a2a100aec77fff,1706.6,882a103b29fffff
22075.6,8a2a1072c28ffff,1429.2,882a103b29fffff
25723.9,8a2a100896cffff,1494.3,882a103b29fffff
29330.8,8a2a10721347fff,1766.4,882a103b29fffff
29104.5,8a2a1008802ffff,1725.7,882a103b29fffff
26741.1,8a2a100f24b7fff,1447.2,882a103b29fffff
27610.2,8a2a1072582ffff,1545.1,882a103b29fffff
27651.0,8a2a1072196ffff,1633.1,882a103b29fffff
30799.9,8a2a100ae757fff,1623.4,882a103b29fffff
26304.1,8a2a1008d18ffff,1474.8,882a103b29fffff
27728.0,8a2a1008b767fff,1649.6,882a103b29fffff
27470.1,8a2a10721b77fff,1652.9,882a103b29fffff
26857.8,8a2a100d2607fff,1606.5,882a103b29fffff
30699.0,8a2a100aa957fff,1615.9,882a103b29fffff
25902.3,8a2a100d6577fff,1487.3,882a103b29fffff
27810.9,8a2a100aa2e7fff,1602.4,882a103b29fffff
22153.8,8a2a1072c067fff,1471.4,882a103b29fffff
26400.6,8a2a10725b6ffff,1483.2,882a103b29fffff
25607.9,8a2a1008dc2ffff,1434.5,882a103b29fffff
31219.0,8a2a100ae447fff,1636.5,882a103b29fffff
21970.5,8a2a1072c247fff,1460.0,882a103b29fffff
29784.6,8a2a100aa137fff,1732.0,882a103b29fffff
27087.3,8a2a1008b2affff,1607.4,882a103b29fffff
25526.9,8a2a100d6767fff,1392.3,882a103b29fffff
31339.6,8a2a100ae6c7fff,1677.3,882a103b29fffff
31472.5,8a2a100ae987fff,1642.6,882a103b29fffff
25599.7,8a2a1008d137fff,1445.8,882a103b29fffff
25672.5,8a2a100d2c4ffff,1449.0,882a103b29fffff
26872.9,8a2a100d3187fff,1557.9,882a103b29fffff
25829.6,8a2a10089257fff,1496.9,882a103b29fffff
34662.8,8a2a100ae69ffff,1801.1,882a103b29fffff
23376.3,8a2a1072c457fff,1621.9,882a103b29fffff
33109.7,8a2a100a146ffff,1737.3,882a103b29fffff
27433.2,8a2a1008b237fff,1653.6,882a103b29fffff
22204.6,8a2a1072c2affff,1447.6,882a103b29fffff
27171.7,8a2a100d242ffff,1611.8,882a103b29fffff
33739.3,8a2a100a1407fff,1798.8,882a103b29fffff
27953.2,8a2a1008c827fff,1610.5,882a103b29fffff
25858.7,8a2a100d2d57fff,1468.7,882a103b29fffff
28016.5,8a2a1008b94ffff,1648.7,882a103b29fffff
28263.3,8a2a1008c0f7fff,1641.6,882a103b29fffff
28746.8,8a2a10088bb7fff,1702.8,882a103b29fffff
23220.9,8a2a1072c637fff,1568.6,882a103b29fffff
27371.6,8a2a10725137fff,1576.3,882a103b29fffff
31551.2,8a2a100ae9a7fff,1652.2,882a103b29fffff
27538.6,8a2a1008bb37fff,1646.5,882a103b29fffff
26439.0,8a2a1008bacffff,1513.0,882a103b29fffff
23097.2,8a2a10728ab7fff,1546.1,882a103b29fffff
22769.9,8a2a1072c0b7fff,1560.1,882a103b29fffff
21998.0,8a2a100d341ffff,1526.3,882a103b29fffff
28003.5,8a2a100aaaf7fff,1553.3,882a103b29fffff
27805.5,8a2a10089a17fff,1548.0,882a103b29fffff
31690.3,8a2a100ae567fff,1655.4,882a103b29fffff
27642.7,8a2a10089b47fff,1542.6,882a103b29fffff
26028.7,8a2a10725ad7fff,1417.5,882a103b29fffff
25735.2,8a2a1008dd07fff,1442.6,882a103b29fffff
25552.8,8a2a100ab647fff,1444.9,882a103b29fffff
25810.4,8a2a100d636ffff,1417.4,882a103b29fffff
33932.4,8a2a100a14e7fff,1806.6,882a103b29fffff
26899.7,8a2a10725157fff,1527.1,882a103b29fffff
25997.4,8a2a1008d267fff,1426.5,882a103b29fffff
22363.0,8a2a1072c0f7fff,1501.1,882a103b29fffff
29327.9,8a2a100aabb7fff,1687.3,882a103b29fffff
32004.4,8a2a100a16d7fff,1680.8,882a103b29fffff
25842.3,8a2a100d3db7fff,1498.3,882a103b29fffff
25942.7,8a2a1008dc1ffff,1474.1,882a103b29fffff
27860.5,8a2a10089a6ffff,1556.5,882a103b29fffff
26114.1,8a2a100d276ffff,1526.3,882a103b29fffff
27902.2,8a2a1008c767fff,1614.0,882a103b29fffff
27629.2,8a2a1008c1affff,1597.5,882a103b29fffff
26309.3,8a2a100d2777fff,1550.2,882a103b29fffff
27629.9,8a2a10089b4ffff,1538.6,882a103b29fffff
30169.8,8a2a1008839ffff,1726.2,882a103b29fffff
27703.1,8a2a1008b177fff,1623.3,882a103b29fffff
26376.6,8a2a100ab46ffff,1498.4,882a103b29fffff
26626.9,8a2a100d2257fff,1613.3,882a103b29fffff
27772.5,8a2a10721a4ffff,1699.7,882a103b29fffff
32709.2,8a2a100aec37fff,1722.9,882a103b29fffff
24610.3,8a2a1072d49ffff,1633.3,882a103b29fffff
24052.7,8a2a100d6baffff,1324.9,882a103b29fffff
32049.8,8a2a100a16dffff,1686.1,882a103b29fffff
29090.7,8a2a10088af7fff,1648.3,882a103b29fffff
25634.9,8a2a100ab6cffff,1450.8,882a103b29fffff
27936.0,8a2a10088947fff,1622.5,882a103b29fffff
23362.0,8a2a1072c8a7fff,1637.2,882a103b29fffff
25265.0,8a2a1008dd47fff,1390.0,882a103b29fffff
28476.2,8a2a1008b74ffff,1613.3,882a103b29fffff
27404.7,8a2a1072580ffff,1534.3,882a103b29fffff
27922.3,8a2a1072cd0ffff,1718.9,882a103b29fffff
26068.8,8a2a100d609ffff,1462.6,882a103b29fffff
28218.0,8a2a10089d2ffff,1560.9,882a103b29fffff
30448.6,8a2a1008865ffff,1666.5,882a103b29fffff
31767.9,8a2a100aa88ffff,1692.9,882a103b29fffff
27926.7,8a2a1008b807fff,1642.0,882a103b29fffff
26023.1,8a2a10089227fff,1504.3,882a103b29fffff
28684.2,8a2a100aaa87fff,1625.1,882a103b29fffff
27572.4,8a2a100d24cffff,1668.5,882a103b29fffff
23605.2,8a2a107288b7fff,1679.1,882a103b29fffff
26009.4,8a2a1008d3b7fff,1449.0,882a103b29fffff
25328.4,8a2a1008d85ffff,1428.8,882a103b29fffff
28392.2,8a2a1008890ffff,1656.7,882a103b29fffff
29585.3,8a2a10088337fff,1697.8,882a103b29fffff
27743.0,8a2a10088977fff,1585.5,882a103b29fffff
27119.2,8a2a100d6427fff,1522.4,882a103b29fffff
23215.0,8a2a1072cccffff,1619.9,882a103b29fffff
28212.8,8a2a1008b8f7fff,1678.1,882a103b29fffff
22088.4,8a2a1072cb8ffff,1458.8,882a103b29fffff
25989.6,8a2a100d232ffff,1527.6,882a103b29fffff
21679.1,8a2a1072c307fff,1412.4,882a103b29fffff
27174.9,8a2a107253affff,1549.2,882a103b29fffff
28978.1,8a2a100aa387fff,1670.2,882a103b29fffff
27307.6,8a2a1008c10ffff,1554.3,882a103b29fffff
26913.4,8a2a100d6407fff,1513.9,882a103b29fffff
27262.9,8a2a1008c147fff,1544.9,882a103b29fffff
30863.8,8a2a100aa90ffff,1655.8,882a103b29fffff
27050.2,8a2a100d3197fff,1586.7,882a103b29fffff
25924.0,8a2a100d2317fff,1510.2,882a103b29fffff
32572.3,8a2a100a171ffff,1750.5,882a103b29fffff
26695.1,8a2a1008c06ffff,1499.0,882a103b29fffff
29322.5,8a2a1008832ffff,1660.3,882a103b29fffff
26492.5,8a2a1008ba5ffff,1528.1,882a103b29fffff
23696.8,8a2a1072818ffff,1646.8,882a103b29fffff
26841.3,8a2a1008d237fff,1537.0,882a103b29fffff
29634.1,8a2a10088117fff,1659.7,882a103b29fffff
27745.4,8a2a10721847fff,1645.6,882a103b29fffff
22502.1,8a2a1072c677fff,1482.2,882a103b29fffff
25323.9,8a2a100d6267fff,1367.5,882a103b29fffff
25714.4,8a2a100ab6d7fff,1455.8,882a103b29fffff
31113.1,8a2a100ae8e7fff,1633.3,882a103b29fffff
29658.9,8a2a1008831ffff,1703.2,882a103b29fffff
25809.6,8a2a100d6697fff,1441.6,882a103b29fffff
27625.5,8a2a100aa247fff,1576.4,882a103b29fffff
27998.3,8a2a1008884ffff,1613.2,882a103b29fffff
22737.7,8a2a107289b7fff,1527.4,882a103b29fffff
27422.0,8a2a1072512ffff,1544.4,882a103b29fffff
34449.9,8a2a100ae6b7fff,1792.8,882a103b29fffff
28059.2,8a2a10088a27fff,1638.8,882a103b29fffff
24856.0,8a2a100d29b7fff,1340.7,882a103b29fffff
25523.6,8a2a100892affff,1444.6,882a103b29fffff
31841.4,8a2a100aed4ffff,1688.7,882a103b29fffff
29609.3,8a2a100ae227fff,1550.1,882a103b29fffff
23818.6,8a2a1072c5a7fff,1731.1,882a103b29fffff
25665.7,8a2a100ab677fff,1424.2,882a103b29fffff
22530.5,8a2a1072c667fff,1493.4,882a103b29fffff
22524.0,8a2a1072d497fff,1484.6,882a103b29fffff
26828.1,8a2a1008ba8ffff,1543.3,882a103b29fffff
32570.0,8a2a100a1717fff,1750.2,882a103b29fffff
27688.6,8a2a1008bb1ffff,1635.5,882a103b29fffff
27234.2,8a2a1008b05ffff,1580.4,882a103b29fffff
24871.9,8a2a100d2d6ffff,1333.9,882a103b29fffff
27306.2,8a2a107250affff,1570.9,882a103b29fffff
27317.2,8a2a100d26d7fff,1667.8,882a103b29fffff
22821.4,8a2a10728d6ffff,1529.1,882a103b29fffff
31012.5,8a2a100ae10ffff,1643.9,882a103b29fffff
25864.5,8a2a100d6af7fff,1406.3,882a103b29fffff
26464.9,8a2a1008d217fff,1474.4,882a103b29fffff
28352.6,8a2a10088a17fff,1666.5,882a103b29fffff
23995.4,8a2a1072804ffff,1629.1,882a103b29fffff
26148.3,8a2a100896d7fff,1518.3,882a103b29fffff
26049.2,8a2a100d60affff,1435.7,882a103b29fffff
26421.3,8a2a1008b357fff,1528.7,882a103b29fffff
21773.1,8a2a100d3687fff,1479.6,882a103b29fffff
24877.7,8a2a100d459ffff,1443.2,882a103b29fffff
23017.6,8a2a1072881ffff,1530.8,882a103b29fffff
26026.0,8a2a100d3cb7fff,1514.2,882a103b29fffff
27068.5,8a2a10725857fff,1518.7,882a103b29fffff
33533.6,8a2a100a1567fff,1754.2,882a103b29fffff
28023.3,8a2a10089aaffff,1569.8,882a103b29fffff
26554.2,8a2a1008972ffff,1539.0,882a103b29fffff
26480.6,8a2a1008c32ffff,1496.3,882a103b29fffff
31329.2,8a2a100ae90ffff,1630.2,882a103b29fffff
33102.8,8a2a100aed0ffff,1795.0,882a103b29fffff
22576.7,8a2a1072c2c7fff,1493.1,882a103b29fffff
28554.8,8a2a100abc87fff,1595.0,882a103b29fffff
26641.0,8a2a100ab56ffff,1493.7,882a103b29fffff
32698.7,8a2a100a1327fff,1753.3,882a103b29fffff
26842.1,8a2a10089027fff,1556.8,882a103b29fffff
24747.3,8a2a1072801ffff,1645.8,882a103b29fffff
25668.4,8a2a100d6057fff,1400.8,882a103b29fffff
22184.8,8a2a1072dd07fff,1487.3,882a103b29fffff
26848.3,8a2a100ab747fff,1506.4,882a103b29fffff
26714.8,8a2a1008c22ffff,1539.1,882a103b29fffff
22208.4,8a2a100d308ffff,1547.9,882a103b29fffff
31931.3,8a2a100a166ffff,1677.6,882a103b29fffff
28405.0,8a2a100aa2b7fff,1661.9,882a103b29fffff
26047.1,8a2a100ab687fff,1470.7,882a103b29fffff
26927.5,8a2a1008b307fff,1584.8,882a103b29fffff
29664.0,8a2a1008b0dffff,1737.3,882a103b29fffff
28118.0,8a2a100aa207fff,1627.7,882a103b29fffff
25296.6,8a2a100d676ffff,1381.2,882a103b29fffff
26931.6,8a2a100d2637fff,1616.7,882a103b29fffff
31658.5,8a2a100ae127fff,1669.8,882a103b29fffff
32925.3,8a2a100a1017fff,1782.7,882a103b29fffff
26080.2,8a2a1008d337fff,1479.7,882a103b29fffff
27012.5,8a2a100d658ffff,1506.7,882a103b29fffff
31771.6,8a2a100aed6ffff,1684.6,882a103b29fffff
26665.2,8a2a1008cb2ffff,1512.3,882a103b29fffff
31048.4,8a2a100ae6e7fff,1653.5,882a103b29fffff
27359.0,8a2a1008c167fff,1558.7,882a103b29fffff
27101.5,8a2a100d25affff,1560.2,882a103b29fffff
26664.4,8a2a10089a9ffff,1567.9,882a103b29fffff
27573.6,8a2a1008c2c7fff,1586.0,882a103b29fffff
25416.5,8a2a1008dd67fff,1428.7,882a103b29fffff
29957.6,8a2a1008815ffff,1716.1,882a103b29fffff
24985.0,8a2a1008d8c7fff,1406.1,882a103b29fffff
28975.0,8a2a100aa0effff,1643.8,882a103b29fffff
29397.3,8a2a100ae21ffff,1575.4,882a103b29fffff
26187.6,8a2a100d6da7fff,1494.5,882a103b29fffff
31013.4,8a2a100aa807fff,1659.8,882a103b29fffff
27288.6,8a2a1008d407fff,1562.0,882a103b29fffff
27960.8,8a2a10725937fff,1587.7,882a103b29fffff
27490.8,8a2a1072528ffff,1612.6,882a103b29fffff
26453.5,8a2a100d3ceffff,1489.6,882a103b29fffff
25648.4,8a2a100d666ffff,1405.6,882a103b29fffff
32664.7,8a2a100a132ffff,1738.2,882a103b29fffff
25252.0,8a2a1008da0ffff,1370.6,882a103b29fffff
27673.4,8a2a1008950ffff,1657.9,882a103b29fffff
21458.3,8a2a1072ca2ffff,1439.2,882a103b29fffff
22904.5,8a2a10728b87fff,1518.9,882a103b29fffff
32497.9,8a2a100a1707fff,1739.9,882a103b29fffff
21693.2,8a2a1072ca5ffff,1474.6,882a103b29fffff
25339.6,8a2a100d2d27fff,1385.0,882a103b29fffff
26574.3,8a2a100ab087fff,1514.9,882a103b29fffff
27594.4,8a2a1008c8c7fff,1560.8,882a103b29fffff
25564.6,8a2a100ab657fff,1423.7,882a103b29fffff
27998.3,8a2a10089a4ffff,1570.2,882a103b29fffff
27461.8,8a2a107258f7fff,1528.0,882a103b29fffff
34049.9,8a2a100ae2f7fff,1825.3,882a103b29fffff
26824.5,8a2a1008900ffff,1575.7,882a103b29fffff
25053.4,8a2a100d3767fff,1632.5,882a103b29fffff
30679.7,8a2a100ae15ffff,1622.6,882a103b29fffff
31490.9,8a2a100aabaffff,1672.0,882a103b29fffff
26324.8,8a2a100d624ffff,1468.7,882a103b29fffff
23869.9,8a2a10728aaffff,1589.7,882a103b29fffff
26083.6,8a2a100d6daffff,1487.7,882a103b29fffff
32269.7,8a2a100aec07fff,1678.6,882a103b29fffff
23716.6,8a2a10728067fff,1570.1,882a103b29fffff
26442.1,8a2a1008dccffff,1508.6,882a103b29fffff
29085.8,8a2a1008876ffff,1748.0,882a103b29fffff
29501.3,8a2a100aa177fff,1686.6,882a103b29fffff
34365.7,8a2a100a3b6ffff,1823.8,882a103b29fffff
34749.5,8a2a100aad37fff,1804.6,882a103b29fffff
23784.5,8a2a10728c77fff,1623.8,882a103b29fffff
22901.5,8a2a1072c957fff,1573.7,882a103b29fffff
26414.3,8a2a1072530ffff,1466.0,882a103b29fffff
22725.5,8a2a1072c8dffff,1558.4,882a103b29fffff
26307.5,8a2a1008dcdffff,1529.9,882a103b29fffff
31495.4,8a2a100aec6ffff,1651.7,882a103b29fffff
29265.7,8a2a10088027fff,1714.8,882a103b29fffff
26618.7,8a2a1008d507fff,1505.5,882a103b29fffff
30429.7,8a2a100ae0effff,1582.1,882a103b29fffff
27996.1,8a2a10089a47fff,1580.0,882a103b29fffff
25895.3,8a2a1008d207fff,1518.6,882a103b29fffff
29516.0,8a2a1008835ffff,1684.2,882a103b29fffff
22702.1,8a2a1072dc6ffff,1570.4,882a103b29fffff
26536.9,8a2a10725267fff,1487.7,882a103b29fffff
26059.2,8a2a100d6d17fff,1486.1,882a103b29fffff
24972.1,8a2a1008d8f7fff,1371.2,882a103b29fffff
25310.9,8a2a1008da97fff,1447.2,882a103b29fffff
26142.6,8a2a100d22effff,1537.4,882a103b29fffff
32552.8,8a2a1008c017fff,1839.2,882a103b29fffff
27330.8,8a2a107252effff,1589.3,882a103b29fffff
27873.4,8a2a1072cd1ffff,1711.9,882a103b29fffff
33272.4,8a2a100a115ffff,1852.3,882a103b29fffff
28234.6,8a2a100abd9ffff,1542.9,882a103b29fffff
26391.7,8a2a1008d76ffff,1489.3,882a103b29fffff
22847.9,8a2a1072d987fff,1587.0,882a103b29fffff
22632.6,8a2a1072c60ffff,1497.3,882a103b29fffff
32735.8,8a2a100a178ffff,1774.1,882a103b29fffff
27792.8,8a2a1072566ffff,1618.3,882a103b29fffff
26934.7,8a2a1008baaffff,1589.0,882a103b29fffff
27548.7,8a2a1008b8effff,1605.1,882a103b29fffff
26944.8,8a2a100897a7fff,1590.0,882a103b29fffff
26447.0,8a2a100ab4cffff,1485.2,882a103b29fffff
27605.0,8a2a100aa2cffff,1570.7,882a103b29fffff
31196.4,8a2a100aa81ffff,1678.5,882a103b29fffff
21867.8,8a2a100d3447fff,1506.2,882a103b29fffff
31484.3,8a2a1008b99ffff,1738.8,882a103b29fffff
22982.6,8a2a1072d8a7fff,1583.6,882a103b29fffff
32493.8,8a2a100aa187fff,1711.6,882a103b29fffff
23081.4,8a2a1072c1b7fff,1602.9,882a103b29fffff
25956.1,8a2a100ab637fff,1445.5,882a103b29fffff
25988.5,8a2a1008d0e7fff,1468.2,882a103b29fffff
28038.6,8a2a1008c88ffff,1626.3,882a103b29fffff
24295.7,8a2a10721ac7fff,1705.7,882a103b29fffff
24631.1,8a2a100d6b5ffff,1392.7,882a103b29fffff
25267.4,8a2a100d2d0ffff,1370.0,882a103b29fffff
29466.4,8a2a100aa157fff,1691.8,882a103b29fffff
30652.8,8a2a100ae0c7fff,1599.9,882a103b29fffff
25253.8,8a2a100d289ffff,1390.0,882a103b29fffff
28297.0,8a2a10721ae7fff,1721.1,882a103b29fffff
29293.4,8a2a100aab37fff,1674.9,882a103b29fffff
26365.0,8a2a100893a7fff,1535.0,882a103b29fffff
26173.5,8a2a100d6027fff,1451.3,882a103b29fffff
27796.7,8a2a10725127fff,1552.7,882a103b29fffff
30834.9,8a2a100ae647fff,1613.7,882a103b29fffff
26584.8,8a2a100d2707fff,1576.6,882a103b29fffff
27830.4,8a2a10088b6ffff,1600.4,882a103b29fffff
24783.2,8a2a1008d817fff,1351.5,882a103b29fffff
27349.7,8a2a100891b7fff,1621.5,882a103b29fffff
26001.0,8a2a1008d26ffff,1418.5,882a103b29fffff
28124.1,8a2a100d4daffff,1475.9,882a103b29fffff
27340.1,8a2a1008cb17fff,1573.4,882a103b29fffff
22999.9,8a2a107288c7fff,1528.5,882a103b29fffff
27308.5,8a2a1008d6a7fff,1562.5,882a103b29fffff
27880.5,8a2a10089aeffff,1538.4,882a103b29fffff
25800.3,8a2a10725a67fff,1450.6,882a103b29fffff
29667.9,8a2a100aa8d7fff,1694.6,882a103b29fffff
27150.0,8a2a100ab437fff,1558.9,882a103b29fffff
26639.1,8a2a100ab4effff,1506.4,882a103b29fffff
23111.5,8a2a1072c89ffff,1599.5,882a103b29fffff
32227.7,8a2a100a162ffff,1714.6,882a103b29fffff
24486.4,8a2a100d68effff,1361.3,882a103b29fffff
27560.5,8a2a1072192ffff,1592.9,882a103b29fffff
26034.9,8a2a100d6d37fff,1484.5,882a103b29fffff
26238.6,8a2a10089777fff,1524.4,882a103b29fffff
28221.5,8a2a100aaad7fff,1568.8,882a103b29fffff
